Serial,stream,day,inventory_gal_start,inventory_pct_start,pickup_flag,pickup_gal,inventory_gal_after_service,overflow_flag,threshold_violation_gal
1520924,Compostables,1,60.72,40.48,0,0.0,60.72,0,0.0
1520924,Compostables,2,70.84,47.23,1,70.84,0.0,0,0.0
1520924,Compostables,3,10.12,6.75,0,0.0,10.12,0,0.0
1520924,Compostables,4,20.24,13.49,0,0.0,20.24,0,0.0
1520924,Compostables,5,30.36,20.24,0,0.0,30.36,0,0.0
1520924,Compostables,6,40.48,26.99,0,0.0,40.48,0,0.0
1515715,Compostables,0,65.74,43.83,0,0.0,65.74,0,0.0
1515715,Compostables,1,87.66,58.44,0,0.0,87.66,0,0.0
1515715,Compostables,2,109.57,73.05,1,109.57,0.0,0,19.57
1515715,Compostables,3,21.91,14.61,0,0.0,21.91,0,0.0
1515715,Compostables,4,43.83,29.22,0,0.0,43.83,0,0.0
1515715,Compostables,5,65.74,43.83,0,0.0,65.74,0,0.0
1515715,Compostables,6,87.66,58.44,0,0.0,87.66,0,0.0
1514024,Waste,0,56.21,37.48,0,0.0,56.21,0,0.0
1514024,Waste,1,84.32,56.21,1,84.32,0.0,0,0.0
1514024,Waste,2,28.11,18.74,0,0.0,28.11,0,0.0
1514024,Waste,3,56.21,37.48,0,0.0,56.21,0,0.0
1514024,Waste,4,84.32,56.21,1,84.32,0.0,0,0.0
1514024,Waste,5,28.11,18.74,0,0.0,28.11,0,0.0
1514024,Waste,6,56.21,37.48,0,0.0,56.21,0,0.0
1515671,Waste,0,59.52,39.68,1,59.52,0.0,0,0.0
1515671,Waste,1,29.76,19.84,0,0.0,29.76,0,0.0
1515671,Waste,2,59.52,39.68,1,59.52,0.0,0,0.0
1515671,Waste,3,29.76,19.84,0,0.0,29.76,0,0.0
1515671,Waste,4,59.52,39.68,0,0.0,59.52,0,0.0
1515671,Waste,5,89.28,59.52,0,0.0,89.28,0,0.0
1515671,Waste,6,119.04,79.36,0,0.0,119.04,0,29.04
1515700,Waste,0,47.73,31.82,0,0.0,47.73,0,0.0
1515700,Waste,1,71.59,47.73,1,71.59,0.0,0,0.0
1515700,Waste,2,23.86,15.91,0,0.0,23.86,0,0.0
1515700,Waste,3,47.73,31.82,0,0.0,47.73,0,0.0
1515700,Waste,4,71.59,47.73,1,71.59,0.0,0,0.0
1515700,Waste,5,23.86,15.91,0,0.0,23.86,0,0.0
1515700,Waste,6,47.73,31.82,0,0.0,47.73,0,0.0
1515714,Compostables,0,46.19,30.79,0,0.0,46.19,0,0.0
1515714,Compostables,1,69.28,46.19,1,69.28,0.0,0,0.0
1515714,Compostables,2,23.09,15.4,1,23.09,0.0,0,0.0
1515714,Compostables,3,23.09,15.4,0,0.0,23.09,0,0.0
1515714,Compostables,4,46.19,30.79,0,0.0,46.19,0,0.0
1515714,Compostables,5,69.28,46.19,0,0.0,69.28,0,0.0
1515714,Compostables,6,92.37,61.58,0,0.0,92.37,0,2.37
1520913,Waste,0,46.39,30.93,1,46.39,0.0,0,0.0
1520913,Waste,1,23.2,15.46,0,0.0,23.2,0,0.0
1520913,Waste,2,46.39,30.93,0,0.0,46.39,0,0.0
1520913,Waste,3,69.59,46.39,0,0.0,69.59,0,0.0
1520913,Waste,4,92.79,61.86,0,0.0,92.79,0,2.79
1520913,Waste,5,115.98,77.32,1,115.98,0.0,0,25.98
1520913,Waste,6,23.2,15.46,0,0.0,23.2,0,0.0
2503766,Waste,0,46.25,30.83,0,0.0,46.25,0,0.0
2503766,Waste,1,69.37,46.25,0,0.0,69.37,0,0.0
2503766,Waste,2,92.49,61.66,1,92.49,0.0,0,2.49
2503766,Waste,3,23.12,15.42,0,0.0,23.12,0,0.0
2503766,Waste,4,46.25,30.83,0,0.0,46.25,0,0.0
2503766,Waste,5,69.37,46.25,0,0.0,69.37,0,0.0
2503766,Waste,6,92.49,61.66,0,0.0,92.49,0,2.49
1515667,Waste,0,41.69,27.79,0,0.0,41.69,0,0.0
1515667,Waste,1,83.38,55.59,1,83.38,0.0,0,0.0
1515667,Waste,2,41.69,27.79,0,0.0,41.69,0,0.0
1515667,Waste,3,83.38,55.59,1,83.38,0.0,0,0.0
1515667,Waste,4,41.69,27.79,0,0.0,41.69,0,0.0
1515667,Waste,5,83.38,55.59,1,83.38,0.0,0,0.0
1515667,Waste,6,41.69,27.79,0,0.0,41.69,0,0.0
1515685,Compostables,0,38.95,25.97,0,0.0,38.95,0,0.0
1515685,Compostables,1,77.91,51.94,1,77.91,0.0,0,0.0
1515685,Compostables,2,38.95,25.97,0,0.0,38.95,0,0.0
1515685,Compostables,3,77.91,51.94,1,77.91,0.0,0,0.0
1515685,Compostables,4,38.95,25.97,0,0.0,38.95,0,0.0
1515685,Compostables,5,77.91,51.94,0,0.0,77.91,0,0.0
1515685,Compostables,6,116.86,77.91,0,0.0,116.86,0,26.86
1515718,Compostables,0,30.25,20.16,0,0.0,30.25,0,0.0
1515718,Compostables,1,60.49,40.33,1,60.49,0.0,0,0.0
1515718,Compostables,2,30.25,20.16,0,0.0,30.25,0,0.0
1515718,Compostables,3,60.49,40.33,1,60.49,0.0,0,0.0
1515718,Compostables,4,30.25,20.16,0,0.0,30.25,0,0.0
1515718,Compostables,5,60.49,40.33,1,60.49,0.0,0,0.0
1515718,Compostables,6,30.25,20.16,0,0.0,30.25,0,0.0
1515783,Waste,0,32.13,21.42,0,0.0,32.13,0,0.0
1515783,Waste,1,64.25,42.84,0,0.0,64.25,0,0.0
1515783,Waste,2,96.38,64.25,1,96.38,0.0,0,6.38
1515783,Waste,3,32.13,21.42,0,0.0,32.13,0,0.0
1515783,Waste,4,64.25,42.84,1,64.25,0.0,0,0.0
1515783,Waste,5,32.13,21.42,0,0.0,32.13,0,0.0
1515783,Waste,6,64.25,42.84,0,0.0,64.25,0,0.0
1515786,Compostables,0,34.96,23.31,0,0.0,34.96,0,0.0
1515786,Compostables,1,69.92,46.61,1,69.92,0.0,0,0.0
1515786,Compostables,2,34.96,23.31,0,0.0,34.96,0,0.0
1515786,Compostables,3,69.92,46.61,1,69.92,0.0,0,0.0
1515786,Compostables,4,34.96,23.31,0,0.0,34.96,0,0.0
1515786,Compostables,5,69.92,46.61,1,69.92,0.0,0,0.0
1515786,Compostables,6,34.96,23.31,0,0.0,34.96,0,0.0
1515790,Compostables,0,33.41,22.27,0,0.0,33.41,0,0.0
1515790,Compostables,1,66.82,44.55,0,0.0,66.82,0,0.0
1515790,Compostables,2,100.23,66.82,1,100.23,0.0,0,10.23
1515790,Compostables,3,33.41,22.27,0,0.0,33.41,0,0.0
1515790,Compostables,4,66.82,44.55,0,0.0,66.82,0,0.0
1515790,Compostables,5,100.23,66.82,1,100.23,0.0,0,10.23
1515790,Compostables,6,33.41,22.27,0,0.0,33.41,0,0.0
1515791,Compostables,0,44.65,29.77,0,0.0,44.65,0,0.0
1515791,Compostables,1,89.3,59.53,1,89.3,0.0,0,0.0
1515791,Compostables,2,44.65,29.77,0,0.0,44.65,0,0.0
1515791,Compostables,3,89.3,59.53,1,89.3,0.0,0,0.0
1515791,Compostables,4,44.65,29.77,0,0.0,44.65,0,0.0
1515791,Compostables,5,89.3,59.53,1,89.3,0.0,0,0.0
1515791,Compostables,6,44.65,29.77,0,0.0,44.65,0,0.0
2503768,Waste,0,39.21,26.14,1,39.21,0.0,0,0.0
2503768,Waste,1,39.21,26.14,0,0.0,39.21,0,0.0
2503768,Waste,2,78.42,52.28,1,78.42,0.0,0,0.0
2503768,Waste,3,39.21,26.14,0,0.0,39.21,0,0.0
2503768,Waste,4,78.42,52.28,1,78.42,0.0,0,0.0
2503768,Waste,5,39.21,26.14,0,0.0,39.21,0,0.0
2503768,Waste,6,78.42,52.28,0,0.0,78.42,0,0.0
1514010,Compostables,0,0.0,0.0,0,0.0,0.0,0,0.0
1514010,Compostables,1,58.34,38.89,1,58.34,0.0,0,0.0
1514010,Compostables,2,58.34,38.89,1,58.34,0.0,0,0.0
1514010,Compostables,3,58.34,38.89,1,58.34,0.0,0,0.0
1514010,Compostables,4,58.34,38.89,1,58.34,0.0,0,0.0
1514010,Compostables,5,58.34,38.89,1,58.34,0.0,0,0.0
1514010,Compostables,6,58.34,38.89,0,0.0,58.34,0,0.0
1515672,Waste,0,0.0,0.0,0,0.0,0.0,0,0.0
1515672,Waste,1,45.94,30.63,0,0.0,45.94,0,0.0
1515672,Waste,2,91.88,61.26,1,91.88,0.0,0,1.88
1515672,Waste,3,45.94,30.63,0,0.0,45.94,0,0.0
1515672,Waste,4,91.88,61.26,1,91.88,0.0,0,1.88
1515672,Waste,5,45.94,30.63,0,0.0,45.94,0,0.0
1515672,Waste,6,91.88,61.26,0,0.0,91.88,0,1.88
1515694,Waste,0,0.0,0.0,0,0.0,0.0,0,0.0
1515694,Waste,1,59.48,39.66,1,59.48,0.0,0,0.0
1515694,Waste,2,59.48,39.66,1,59.48,0.0,0,0.0
1515694,Waste,3,59.48,39.66,1,59.48,0.0,0,0.0
1515694,Waste,4,59.48,39.66,1,59.48,0.0,0,0.0
1515694,Waste,5,59.48,39.66,1,59.48,0.0,0,0.0
1515694,Waste,6,59.48,39.66,0,0.0,59.48,0,0.0
1515749,Compostables,0,0.0,0.0,0,0.0,0.0,0,0.0
1515749,Compostables,1,52.73,35.15,1,52.73,0.0,0,0.0
1515749,Compostables,2,52.73,35.15,0,0.0,52.73,0,0.0
1515749,Compostables,3,105.46,70.31,1,105.46,0.0,0,15.46
1515749,Compostables,4,52.73,35.15,0,0.0,52.73,0,0.0
1515749,Compostables,5,105.46,70.31,1,105.46,0.0,0,15.46
1515749,Compostables,6,52.73,35.15,0,0.0,52.73,0,0.0
1515753,Compostables,0,0.0,0.0,0,0.0,0.0,0,0.0
1515753,Compostables,1,59.71,39.81,1,59.71,0.0,0,0.0
1515753,Compostables,2,59.71,39.81,1,59.71,0.0,0,0.0
1515753,Compostables,3,59.71,39.81,1,59.71,0.0,0,0.0
1515753,Compostables,4,59.71,39.81,1,59.71,0.0,0,0.0
1515753,Compostables,5,59.71,39.81,1,59.71,0.0,0,0.0
1515753,Compostables,6,59.71,39.81,0,0.0,59.71,0,0.0
1514005,Compostables,0,41.44,27.63,0,0.0,41.44,0,0.0
1514005,Compostables,1,62.16,41.44,0,0.0,62.16,0,0.0
1514005,Compostables,2,82.88,55.25,0,0.0,82.88,0,0.0
1514005,Compostables,3,103.6,69.06,1,103.6,0.0,0,13.6
1514005,Compostables,4,20.72,13.81,0,0.0,20.72,0,0.0
1514005,Compostables,5,41.44,27.63,0,0.0,41.44,0,0.0
1514005,Compostables,6,62.16,41.44,0,0.0,62.16,0,0.0
1515695,Waste,0,36.56,24.37,0,0.0,36.56,0,0.0
1515695,Waste,1,54.84,36.56,0,0.0,54.84,0,0.0
1515695,Waste,2,73.12,48.74,1,73.12,0.0,0,0.0
1515695,Waste,3,18.28,12.19,0,0.0,18.28,0,0.0
1515695,Waste,4,36.56,24.37,0,0.0,36.56,0,0.0
1515695,Waste,5,54.84,36.56,0,0.0,54.84,0,0.0
1515695,Waste,6,73.12,48.74,0,0.0,73.12,0,0.0
1515710,Waste,0,44.13,29.42,0,0.0,44.13,0,0.0
1515710,Waste,1,66.19,44.13,0,0.0,66.19,0,0.0
1515710,Waste,2,88.25,58.84,1,88.25,0.0,0,0.0
1515710,Waste,3,22.06,14.71,0,0.0,22.06,0,0.0
1515710,Waste,4,44.13,29.42,0,0.0,44.13,0,0.0
1515710,Waste,5,66.19,44.13,0,0.0,66.19,0,0.0
1515710,Waste,6,88.25,58.84,0,0.0,88.25,0,0.0
1516548,Waste,0,43.16,28.77,0,0.0,43.16,0,0.0
1516548,Waste,1,64.74,43.16,0,0.0,64.74,0,0.0
1516548,Waste,2,86.31,57.54,1,86.31,0.0,0,0.0
1516548,Waste,3,21.58,14.39,0,0.0,21.58,0,0.0
1516548,Waste,4,43.16,28.77,0,0.0,43.16,0,0.0
1516548,Waste,5,64.74,43.16,0,0.0,64.74,0,0.0
1516548,Waste,6,86.31,57.54,0,0.0,86.31,0,0.0
1516550,Waste,0,44.97,29.98,0,0.0,44.97,0,0.0
1516550,Waste,1,67.46,44.97,0,0.0,67.46,0,0.0
1516550,Waste,2,89.95,59.96,1,89.95,0.0,0,0.0
1516550,Waste,3,22.49,14.99,0,0.0,22.49,0,0.0
1516550,Waste,4,44.97,29.98,0,0.0,44.97,0,0.0
1516550,Waste,5,67.46,44.97,0,0.0,67.46,0,0.0
1516550,Waste,6,89.95,59.96,0,0.0,89.95,0,0.0
1516555,Waste,0,36.63,24.42,0,0.0,36.63,0,0.0
1516555,Waste,1,54.94,36.63,0,0.0,54.94,0,0.0
1516555,Waste,2,73.25,48.83,1,73.25,0.0,0,0.0
1516555,Waste,3,18.31,12.21,0,0.0,18.31,0,0.0
1516555,Waste,4,36.63,24.42,0,0.0,36.63,0,0.0
1516555,Waste,5,54.94,36.63,0,0.0,54.94,0,0.0
1516555,Waste,6,73.25,48.83,0,0.0,73.25,0,0.0
1503624,Waste,0,29.77,19.84,0,0.0,29.77,0,0.0
1503624,Waste,1,59.53,39.69,1,59.53,0.0,0,0.0
1503624,Waste,2,29.77,19.84,0,0.0,29.77,0,0.0
1503624,Waste,3,59.53,39.69,0,0.0,59.53,0,0.0
1503624,Waste,4,89.3,59.53,1,89.3,0.0,0,0.0
1503624,Waste,5,29.77,19.84,0,0.0,29.77,0,0.0
1503624,Waste,6,59.53,39.69,0,0.0,59.53,0,0.0
1503632,Waste,0,26.22,17.48,0,0.0,26.22,0,0.0
1503632,Waste,1,52.45,34.97,0,0.0,52.45,0,0.0
1503632,Waste,2,78.67,52.45,0,0.0,78.67,0,0.0
1503632,Waste,3,104.9,69.93,1,104.9,0.0,0,14.9
1503632,Waste,4,26.22,17.48,0,0.0,26.22,0,0.0
1503632,Waste,5,52.45,34.97,0,0.0,52.45,0,0.0
1503632,Waste,6,78.67,52.45,0,0.0,78.67,0,0.0
1503633,Waste,0,24.27,16.18,0,0.0,24.27,0,0.0
1503633,Waste,1,48.55,32.37,1,48.55,0.0,0,0.0
1503633,Waste,2,24.27,16.18,0,0.0,24.27,0,0.0
1503633,Waste,3,48.55,32.37,0,0.0,48.55,0,0.0
1503633,Waste,4,72.82,48.55,1,72.82,0.0,0,0.0
1503633,Waste,5,24.27,16.18,0,0.0,24.27,0,0.0
1503633,Waste,6,48.55,32.37,0,0.0,48.55,0,0.0
1515678,Waste,0,23.68,15.79,0,0.0,23.68,0,0.0
1515678,Waste,1,47.36,31.57,0,0.0,47.36,0,0.0
1515678,Waste,2,71.04,47.36,0,0.0,71.04,0,0.0
1515678,Waste,3,94.72,63.15,1,94.72,0.0,0,4.72
1515678,Waste,4,23.68,15.79,0,0.0,23.68,0,0.0
1515678,Waste,5,47.36,31.57,0,0.0,47.36,0,0.0
1515678,Waste,6,71.04,47.36,0,0.0,71.04,0,0.0
1515679,Waste,0,29.05,19.36,0,0.0,29.05,0,0.0
1515679,Waste,1,58.09,38.73,0,0.0,58.09,0,0.0
1515679,Waste,2,87.14,58.09,1,87.14,0.0,0,0.0
1515679,Waste,3,29.05,19.36,0,0.0,29.05,0,0.0
1515679,Waste,4,58.09,38.73,0,0.0,58.09,0,0.0
1515679,Waste,5,87.14,58.09,1,87.14,0.0,0,0.0
1515679,Waste,6,29.05,19.36,0,0.0,29.05,0,0.0
1515818,Compostables,0,23.99,16.0,0,0.0,23.99,0,0.0
1515818,Compostables,1,47.99,31.99,0,0.0,47.99,0,0.0
1515818,Compostables,2,71.98,47.99,0,0.0,71.98,0,0.0
1515818,Compostables,3,95.97,63.98,1,95.97,0.0,0,5.97
1515818,Compostables,4,23.99,16.0,0,0.0,23.99,0,0.0
1515818,Compostables,5,47.99,31.99,0,0.0,47.99,0,0.0
1515818,Compostables,6,71.98,47.99,0,0.0,71.98,0,0.0
1516551,Waste,0,22.74,15.16,0,0.0,22.74,0,0.0
1516551,Waste,1,45.49,30.33,0,0.0,45.49,0,0.0
1516551,Waste,2,68.23,45.49,0,0.0,68.23,0,0.0
1516551,Waste,3,90.98,60.65,1,90.98,0.0,0,0.98
1516551,Waste,4,22.74,15.16,0,0.0,22.74,0,0.0
1516551,Waste,5,45.49,30.33,0,0.0,45.49,0,0.0
1516551,Waste,6,68.23,45.49,0,0.0,68.23,0,0.0
2503761,Compostables,0,27.97,18.65,0,0.0,27.97,0,0.0
2503761,Compostables,1,55.95,37.3,1,55.95,0.0,0,0.0
2503761,Compostables,2,27.97,18.65,0,0.0,27.97,0,0.0
2503761,Compostables,3,55.95,37.3,0,0.0,55.95,0,0.0
2503761,Compostables,4,83.92,55.95,1,83.92,0.0,0,0.0
2503761,Compostables,5,27.97,18.65,0,0.0,27.97,0,0.0
2503761,Compostables,6,55.95,37.3,0,0.0,55.95,0,0.0
2503765,Waste,0,24.58,16.38,0,0.0,24.58,0,0.0
2503765,Waste,1,49.15,32.77,1,49.15,0.0,0,0.0
2503765,Waste,2,24.58,16.38,0,0.0,24.58,0,0.0
2503765,Waste,3,49.15,32.77,0,0.0,49.15,0,0.0
2503765,Waste,4,73.73,49.15,1,73.73,0.0,0,0.0
2503765,Waste,5,24.58,16.38,1,24.58,0.0,0,0.0
2503765,Waste,6,24.58,16.38,0,0.0,24.58,0,0.0
1514032,Waste,0,0.0,0.0,0,0.0,0.0,0,0.0
1514032,Waste,1,36.83,24.55,0,0.0,36.83,0,0.0
1514032,Waste,2,73.66,49.1,1,73.66,0.0,0,0.0
1514032,Waste,3,36.83,24.55,0,0.0,36.83,0,0.0
1514032,Waste,4,73.66,49.1,1,73.66,0.0,0,0.0
1514032,Waste,5,36.83,24.55,0,0.0,36.83,0,0.0
1514032,Waste,6,73.66,49.1,0,0.0,73.66,0,0.0
1515702,Waste,0,0.0,0.0,0,0.0,0.0,0,0.0
1515702,Waste,1,30.77,20.51,0,0.0,30.77,0,0.0
1515702,Waste,2,61.54,41.03,1,61.54,0.0,0,0.0
1515702,Waste,3,30.77,20.51,0,0.0,30.77,0,0.0
1515702,Waste,4,61.54,41.03,1,61.54,0.0,0,0.0
1515702,Waste,5,30.77,20.51,0,0.0,30.77,0,0.0
1515702,Waste,6,61.54,41.03,0,0.0,61.54,0,0.0
1515780,Waste,0,0.0,0.0,0,0.0,0.0,0,0.0
1515780,Waste,1,44.74,29.82,0,0.0,44.74,0,0.0
1515780,Waste,2,89.47,59.65,1,89.47,0.0,0,0.0
1515780,Waste,3,44.74,29.82,0,0.0,44.74,0,0.0
1515780,Waste,4,89.47,59.65,1,89.47,0.0,0,0.0
1515780,Waste,5,44.74,29.82,0,0.0,44.74,0,0.0
1515780,Waste,6,89.47,59.65,0,0.0,89.47,0,0.0
1516549,Compostables,0,0.0,0.0,0,0.0,0.0,0,0.0
1516549,Compostables,1,37.16,24.77,0,0.0,37.16,0,0.0
1516549,Compostables,2,74.32,49.55,0,0.0,74.32,0,0.0
1516549,Compostables,3,111.48,74.32,1,111.48,0.0,0,21.48
1516549,Compostables,4,37.16,24.77,0,0.0,37.16,0,0.0
1516549,Compostables,5,74.32,49.55,0,0.0,74.32,0,0.0
1516549,Compostables,6,111.48,74.32,0,0.0,111.48,0,21.48
500103012,Compostables,0,0.0,0.0,0,0.0,0.0,0,0.0
500103012,Compostables,1,42.37,28.25,0,0.0,42.37,0,0.0
500103012,Compostables,2,84.75,56.5,1,84.75,0.0,0,0.0
500103012,Compostables,3,42.37,28.25,0,0.0,42.37,0,0.0
500103012,Compostables,4,84.75,56.5,1,84.75,0.0,0,0.0
500103012,Compostables,5,42.37,28.25,0,0.0,42.37,0,0.0
500103012,Compostables,6,84.75,56.5,0,0.0,84.75,0,0.0
1503623,Waste,0,32.77,21.85,0,0.0,32.77,0,0.0
1503623,Waste,1,43.7,29.13,0,0.0,43.7,0,0.0
1503623,Waste,2,54.62,36.42,0,0.0,54.62,0,0.0
1503623,Waste,3,65.55,43.7,1,65.55,0.0,0,0.0
1503623,Waste,4,10.92,7.28,0,0.0,10.92,0,0.0
1503623,Waste,5,21.85,14.57,0,0.0,21.85,0,0.0
1503623,Waste,6,32.77,21.85,0,0.0,32.77,0,0.0
1503644,Compostables,0,21.52,14.34,0,0.0,21.52,0,0.0
1503644,Compostables,1,28.69,19.13,0,0.0,28.69,0,0.0
1503644,Compostables,2,35.86,23.91,0,0.0,35.86,0,0.0
1503644,Compostables,3,43.03,28.69,0,0.0,43.03,0,0.0
1503644,Compostables,4,50.2,33.47,1,50.2,0.0,0,0.0
1503644,Compostables,5,7.17,4.78,0,0.0,7.17,0,0.0
1503644,Compostables,6,14.34,9.56,0,0.0,14.34,0,0.0
1514000,Compostables,0,15.85,10.56,0,0.0,15.85,0,0.0
1514000,Compostables,1,21.13,14.09,0,0.0,21.13,0,0.0
1514000,Compostables,2,26.41,17.61,0,0.0,26.41,0,0.0
1514000,Compostables,3,31.69,21.13,0,0.0,31.69,0,0.0
1514000,Compostables,4,36.98,24.65,1,36.98,0.0,0,0.0
1514000,Compostables,5,5.28,3.52,0,0.0,5.28,0,0.0
1514000,Compostables,6,10.56,7.04,0,0.0,10.56,0,0.0
1514002,Compostables,0,39.29,26.19,0,0.0,39.29,0,0.0
1514002,Compostables,1,52.39,34.92,0,0.0,52.39,0,0.0
1514002,Compostables,2,65.48,43.66,1,65.48,0.0,0,0.0
1514002,Compostables,3,13.1,8.73,0,0.0,13.1,0,0.0
1514002,Compostables,4,26.19,17.46,0,0.0,26.19,0,0.0
1514002,Compostables,5,39.29,26.19,0,0.0,39.29,0,0.0
1514002,Compostables,6,52.39,34.92,0,0.0,52.39,0,0.0
1514022,Waste,0,41.1,27.4,0,0.0,41.1,0,0.0
1514022,Waste,1,54.8,36.53,0,0.0,54.8,0,0.0
1514022,Waste,2,68.5,45.66,0,0.0,68.5,0,0.0
1514022,Waste,3,82.2,54.8,1,82.2,0.0,0,0.0
1514022,Waste,4,13.7,9.13,0,0.0,13.7,0,0.0
1514022,Waste,5,27.4,18.27,0,0.0,27.4,0,0.0
1514022,Waste,6,41.1,27.4,0,0.0,41.1,0,0.0
1515669,Waste,0,38.4,25.6,0,0.0,38.4,0,0.0
1515669,Waste,1,51.2,34.13,0,0.0,51.2,0,0.0
1515669,Waste,2,64.0,42.67,0,0.0,64.0,0,0.0
1515669,Waste,3,76.8,51.2,1,76.8,0.0,0,0.0
1515669,Waste,4,12.8,8.53,0,0.0,12.8,0,0.0
1515669,Waste,5,25.6,17.07,0,0.0,25.6,0,0.0
1515669,Waste,6,38.4,25.6,0,0.0,38.4,0,0.0
1515676,Waste,0,29.73,19.82,0,0.0,29.73,0,0.0
1515676,Waste,1,39.63,26.42,0,0.0,39.63,0,0.0
1515676,Waste,2,49.54,33.03,0,0.0,49.54,0,0.0
1515676,Waste,3,59.45,39.63,0,0.0,59.45,0,0.0
1515676,Waste,4,69.36,46.24,1,69.36,0.0,0,0.0
1515676,Waste,5,9.91,6.61,0,0.0,9.91,0,0.0
1515676,Waste,6,19.82,13.21,0,0.0,19.82,0,0.0
1515682,Compostables,0,11.25,7.5,0,0.0,11.25,0,0.0
1515682,Compostables,1,15.0,10.0,0,0.0,15.0,0,0.0
1515682,Compostables,2,18.75,12.5,0,0.0,18.75,0,0.0
1515682,Compostables,3,22.5,15.0,0,0.0,22.5,0,0.0
1515682,Compostables,4,26.25,17.5,1,26.25,0.0,0,0.0
1515682,Compostables,5,3.75,2.5,0,0.0,3.75,0,0.0
1515682,Compostables,6,7.5,5.0,0,0.0,7.5,0,0.0
1515684,Compostables,0,25.34,16.89,0,0.0,25.34,0,0.0
1515684,Compostables,1,33.78,22.52,0,0.0,33.78,0,0.0
1515684,Compostables,2,42.23,28.15,0,0.0,42.23,0,0.0
1515684,Compostables,3,50.67,33.78,0,0.0,50.67,0,0.0
1515684,Compostables,4,59.12,39.41,1,59.12,0.0,0,0.0
1515684,Compostables,5,8.45,5.63,0,0.0,8.45,0,0.0
1515684,Compostables,6,16.89,11.26,0,0.0,16.89,0,0.0
1515688,Compostables,0,39.22,26.15,0,0.0,39.22,0,0.0
1515688,Compostables,1,52.3,34.86,1,52.3,0.0,0,0.0
1515688,Compostables,2,13.07,8.72,0,0.0,13.07,0,0.0
1515688,Compostables,3,26.15,17.43,0,0.0,26.15,0,0.0
1515688,Compostables,4,39.22,26.15,0,0.0,39.22,0,0.0
1515688,Compostables,5,52.3,34.86,0,0.0,52.3,0,0.0
1515688,Compostables,6,65.37,43.58,0,0.0,65.37,0,0.0
1515697,Waste,0,44.86,29.91,0,0.0,44.86,0,0.0
1515697,Waste,1,59.82,39.88,0,0.0,59.82,0,0.0
1515697,Waste,2,74.77,49.85,0,0.0,74.77,0,0.0
1515697,Waste,3,89.73,59.82,1,89.73,0.0,0,0.0
1515697,Waste,4,14.95,9.97,0,0.0,14.95,0,0.0
1515697,Waste,5,29.91,19.94,0,0.0,29.91,0,0.0
1515697,Waste,6,44.86,29.91,0,0.0,44.86,0,0.0
1515721,Bottles/Cans,0,16.51,11.01,0,0.0,16.51,0,0.0
1515721,Bottles/Cans,1,22.01,14.68,0,0.0,22.01,0,0.0
1515721,Bottles/Cans,2,27.52,18.34,0,0.0,27.52,0,0.0
1515721,Bottles/Cans,3,33.02,22.01,1,33.02,0.0,0,0.0
1515721,Bottles/Cans,4,5.5,3.67,0,0.0,5.5,0,0.0
1515721,Bottles/Cans,5,11.01,7.34,0,0.0,11.01,0,0.0
1515721,Bottles/Cans,6,16.51,11.01,0,0.0,16.51,0,0.0
1515770,Bottles/Cans,0,66.93,44.62,0,0.0,66.93,0,0.0
1515770,Bottles/Cans,1,89.24,59.49,0,0.0,89.24,0,0.0
1515770,Bottles/Cans,2,111.54,74.36,0,0.0,111.54,0,0.0
1515770,Bottles/Cans,3,133.85,89.24,1,133.85,0.0,0,0.0
1515770,Bottles/Cans,4,22.31,14.87,0,0.0,22.31,0,0.0
1515770,Bottles/Cans,5,44.62,29.75,0,0.0,44.62,0,0.0
1515770,Bottles/Cans,6,66.93,44.62,0,0.0,66.93,0,0.0
1515777,Bottles/Cans,0,51.28,34.19,0,0.0,51.28,0,0.0
1515777,Bottles/Cans,1,68.37,45.58,0,0.0,68.37,0,0.0
1515777,Bottles/Cans,2,85.46,56.98,0,0.0,85.46,0,0.0
1515777,Bottles/Cans,3,102.56,68.37,1,102.56,0.0,0,0.0
1515777,Bottles/Cans,4,17.09,11.4,0,0.0,17.09,0,0.0
1515777,Bottles/Cans,5,34.19,22.79,0,0.0,34.19,0,0.0
1515777,Bottles/Cans,6,51.28,34.19,0,0.0,51.28,0,0.0
1515778,Bottles/Cans,0,62.18,41.45,0,0.0,62.18,0,0.0
1515778,Bottles/Cans,1,82.91,55.27,0,0.0,82.91,0,0.0
1515778,Bottles/Cans,2,103.64,69.09,0,0.0,103.64,0,0.0
1515778,Bottles/Cans,3,124.36,82.91,1,124.36,0.0,0,0.0
1515778,Bottles/Cans,4,20.73,13.82,0,0.0,20.73,0,0.0
1515778,Bottles/Cans,5,41.45,27.64,0,0.0,41.45,0,0.0
1515778,Bottles/Cans,6,62.18,41.45,0,0.0,62.18,0,0.0
1516531,Bottles/Cans,0,35.24,23.49,0,0.0,35.24,0,0.0
1516531,Bottles/Cans,1,46.99,31.32,1,46.99,0.0,0,0.0
1516531,Bottles/Cans,2,11.75,7.83,0,0.0,11.75,0,0.0
1516531,Bottles/Cans,3,23.49,15.66,0,0.0,23.49,0,0.0
1516531,Bottles/Cans,4,35.24,23.49,0,0.0,35.24,0,0.0
1516531,Bottles/Cans,5,46.99,31.32,0,0.0,46.99,0,0.0
1516531,Bottles/Cans,6,58.73,39.16,0,0.0,58.73,0,0.0
1516553,Waste,0,25.96,17.31,0,0.0,25.96,0,0.0
1516553,Waste,1,34.61,23.08,0,0.0,34.61,0,0.0
